PlayerName,Team
Rick Sutcliffe,"[BAL, CHN, CLE, LAN, SLN]"
Rick Sweet,"[NYN, SDN, SEA]"
Rick Waits,"[CLE, ML4, TEX]"
Rick White,"[CHA, CIN, CLE, COL, HOU, NYN, PHI, PIT, SEA, SLN, TBA]"
Rick Wilkins,"[CHN, HOU, LAN, NYN, SDN, SEA, SFN, SLN]"
Rick Wise,"[BOS, CLE, PHI, SDN, SLN]"
Rick Wrona,"[CHA, CHN, CIN, ML4]"
Rick van den Hurk,"[BAL, FLO, PIT]"
Rickey Henderson,"[ANA, BOS, LAN, NYA, NYN, OAK, SDN, SEA, TOR]"
Ricky Bones,"[BAL, CIN, FLO, KCA, ML4, NYA, SDN]"
Ricky Bottalico,"[ARI, KCA, MIL, NYN, PHI, SLN]"
Ricky Gutierrez,"[BOS, CHN, CLE, HOU, NYN, SDN]"
Ricky Horton,"[CHA, LAN, SLN]"
Ricky Ledee,"[CLE, LAN, NYA, NYN, PHI, SFN, TEX]"
Ricky Nolasco,"[FLO, LAN, MIA, MIN]"
Ricky Stone,"[CIN, HOU, SDN]"
Ricky Trlicek,"[BOS, LAN, NYN, TOR]"
Rico Brogna,"[ATL, BOS, DET, NYN, PHI]"
Rico Carty,"[ATL, CHN, CLE, ML1, OAK, TEX, TOR]"
Rico Rossy,"[ATL, KCA, SEA]"
Rigo Beltran,"[COL, MON, NYN, SLN]"
Rip Coleman,"[BAL, KC1, NYA]"
Rip Collins,"[BOS, DET, NYA, SLA]"
Rip Radcliff,"[CHA, DET, SLA]"
Rip Repulski,"[BOS, LAN, PHI, SLN]"
Rip Williams,"[BOS, CLE, WS1]"
Ripper Collins,"[CHN, PIT, SLN]"
Rivington Bisland,"[CLE, PIT, SLA]"
Rob Bell,"[BAL, CIN, TBA, TEX]"
Rob Bowen,"[CHN, MIN, OAK, SDN]"
Rob Deer,"[BOS, DET, ML4, SDN, SFN]"
Rob Dibble,"[CHA, CIN, ML4]"
Rob Dressler,"[SEA, SFN, SLN]"
Rob Ducey,"[CAL, MON, PHI, SEA, TEX, TOR]"
Rob Gardner,"[CHN, CLE, ML4, NYA, NYN, OAK]"
Rob Johnson,"[NYN, SDN, SEA, SLN]"
Rob Mackowiak,"[CHA, PIT, SDN, WAS]"
Rob Murphy,"[BOS, CIN, FLO, HOU, LAN, NYA, SEA, SLN]"
Rob Picciolo,"[CAL, ML4, OAK]"
Rob Tejeda,"[KCA, PHI, TEX]"
Rob Wilfong,"[CAL, MIN, SFN]"
Robb Nen,"[FLO, SFN, TEX]"
Robert Andino,"[BAL, FLO, SEA]"
Robert Coello,"[BOS, LAA, TOR]"
Robert Eenhoorn,"[ANA, CAL, NYA]"
Robert Ellis,"[ARI, CAL, LAN, TEX]"
Robert Fick,"[ATL, DET, SDN, TBA, WAS]"
Robert Machado,"[BAL, CHA, CHN, MIL, MON, SEA]"
Robert Perez,"[MIL, MON, NYA, SEA, TOR]"
Robert Person,"[BOS, NYN, PHI, TOR]"
Roberto Alomar,"[ARI, BAL, CHA, CLE, NYN, SDN, TOR]"
Roberto Hernandez,"[ATL, CHA, CLE, KCA, LAN, NYN, PHI, PIT, SFN, TBA]"
Roberto Kelly,"[ATL, CIN, LAN, MIN, MON, NYA, SEA, TEX]"
Roberto Petagine,"[BOS, CIN, HOU, NYN, SDN, SEA]"
Roberto Pe̱a,"[CHN, ML4, OAK, PHI, SDN]"
Roberto Rodriguez,"[CHN, KC1, OAK, SDN]"
Robin Jennings,"[CHN, CIN, COL, OAK]"
Robin Roberts,"[BAL, CHN, HOU, PHI]"
Robin Ventura,"[CHA, LAN, NYA, NYN]"
Robinson Cancel,"[HOU, MIL, NYN]"
Rocky Bridges,"[BRO, CIN, CLE, DET, LAA, SLN, WS1]"
Rocky Colavito,"[CHA, CLE, DET, KC1, LAN, NYA]"
Rocky Nelson,"[BRO, CHA, CLE, PIT, SLN]"
Rod Allen,"[CLE, DET, SEA]"
Rod Barajas,"[ARI, LAN, NYN, PHI, PIT, TEX, TOR]"
Rod Beck,"[BOS, CHN, SDN, SFN]"
Rod Craig,"[CHA, CLE, SEA]"
Rod Nichols,"[ATL, CLE, LAN]"
Rod Scurry,"[NYA, PIT, SEA]"
Rodney Myers,"[CHN, LAN, SDN]"
Rodney Scott,"[CHN, KCA, MON, NYA, OAK]"
Rodrigo Lopez,"[ARI, BAL, CHN, COL, PHI, SDN]"
Roger Bernadina,"[CIN, PHI, WAS]"
Roger Bresnahan,"[BLA, CHN, NY1, SLN, WSN]"
Roger Cedeno,"[DET, HOU, LAN, NYN, SLN]"
Roger Clemens,"[BOS, HOU, NYA, TOR]"
Roger Connor,"[NY1, NYP, PHI, SLN, TRN]"
Roger Craig,"[BRO, CIN, LAN, NYN, PHI, SLN]"
Roger Freed,"[BAL, CIN, MON, PHI, SLN]"
Roger Maris,"[CLE, KC1, NYA, SLN]"
Roger Mason,"[DET, HOU, NYN, PHI, PIT, SDN, SFN]"
Roger McDowell,"[BAL, LAN, NYN, PHI, TEX]"
Roger Metzger,"[CHN, HOU, SFN]"
Roger Moret,"[ATL, BOS, TEX]"
Roger Nelson,"[BAL, CHA, CIN, KCA]"
Roger Peckinpaugh,"[CHA, CLE, NYA, WS1]"
Roger Repoz,"[CAL, KC1, NYA]"
Roger Wolff,"[CLE, PHA, PIT, WS1]"
Rogers Hornsby,"[BSN, CHN, NY1, SLA, SLN]"
Rolando Arrojo,"[BOS, COL, TBA]"
Rolando Roomes,"[CHN, CIN, MON]"
Rollie Fingers,"[ML4, OAK, SDN]"
Rollie Hemsley,"[CHN, CIN, CLE, NYA, PHI, PIT, SLA]"
Rollie Sheldon,"[BOS, KC1, NYA]"
Rollie Zeider,"[CHA, CHF, CHN, NYA]"
Roman Colon,"[ATL, DET, KCA]"
Roman Mejias,"[BOS, HOU, PIT]"
Ron Brand,"[HOU, MON, PIT]"
Ron Cey,"[CHN, LAN, OAK]"
Ron Clark,"[MIN, ML4, OAK, PHI, SE1]"
Ron Coomer,"[CHN, LAN, MIN, NYA]"
Ron Darling,"[MON, NYN, OAK]"
Ron Davis,"[CHN, HOU, LAN, MIN, NYA, PIT, SFN, SLN]"
Ron Fairly,"[CAL, LAN, MON, OAK, SLN, TOR]"
Ron Gant,"[ANA, ATL, CIN, COL, OAK, PHI, SDN, SLN]"
Ron Hansen,"[BAL, CHA, KCA, NYA, WS2]"
Ron Hassey,"[CHA, CHN, CLE, MON, NYA, OAK]"
Ron Herbel,"[ATL, NYN, SDN, SFN]"
Ron Hunt,"[LAN, MON, NYN, SFN, SLN]"
Ron Jackson,"[BAL, BOS, CAL, CHA, DET, MIN]"
Ron Kittle,"[BAL, CHA, CLE, NYA]"
Ron Kline,"[ATL, BOS, DET, LAA, MIN, PIT, SFN, SLN, WS2]"
Ron LeFlore,"[CHA, DET, MON]"
Ron Mahay,"[ATL, BOS, CHN, FLO, KCA, MIN, OAK, TEX]"
Ron Moeller,"[BAL, LAA, WS2]"
Ron Negray,"[BRO, LAN, PHI]"
Ron Northey,"[CHA, CHN, CIN, PHI, SLN]"
Ron Perranoski,"[CAL, DET, LAN, MIN]"
Ron Piche,"[CAL, ML1, SLN]"
Ron Pruitt,"[CHA, CLE, SFN, TEX]"
Ron Reed,"[ATL, CHA, PHI, SLN]"
Ron Roenicke,"[CIN, LAN, PHI, SDN, SEA, SFN]"
Ron Samford,"[DET, NY1, WS1]"
Ron Schueler,"[ATL, CHA, MIN, PHI]"
Ron Swoboda,"[MON, NYA, NYN]"
Ron Taylor,"[CLE, HOU, NYN, SDN, SLN]"
Ron Tingley,"[CAL, CHA, CLE, DET, FLO, SDN]"
Ron Villone,"[CIN, CLE, COL, FLO, HOU, ML4, NYA, PIT, SDN, SEA, SLN, WAS]"
Ron Washington,"[BAL, CLE, HOU, LAN, MIN]"
Ron Willis,"[HOU, SDN, SLN]"
Ron Woods,"[DET, MON, NYA]"
Rondell White,"[CHN, DET, KCA, MIN, MON, NYA, SDN]"
Ronn Reynolds,"[HOU, NYN, PHI, SDN]"
Ronnie Belliard,"[CLE, COL, LAN, MIL, SLN, WAS]"
Ronny Cedeno,"[CHN, HOU, NYN, PHI, PIT, SDN, SEA]"
Ronny Paulino,"[BAL, FLO, NYN, PIT]"
Rooney Sweeney,"[BL2, BLU, SL5]"
Roric Harrison,"[ATL, BAL, CLE, MIN]"
Roscoe Miller,"[DET, NY1, PIT]"
Ross Barnes,"[BS1, BSN, CHN, CN1]"
Ross Gload,"[CHA, CHN, COL, FLO, KCA, PHI]"
Ross Grimsley,"[BAL, CHA, CIN, CLE, MON]"
Ross Jones,"[KCA, NYN, SEA]"
Ross Ohlendorf,"[NYA, PIT, SDN, WAS]"
Ross Powell,"[CIN, HOU, PIT]"
Ross Wolf,"[FLO, OAK, TEX]"
Rosy Ryan,"[BRO, BSN, NY1, NYA]"
Rowdy Elliott,"[BRO, BSN, CHN]"
Rowland Office,"[ATL, MON, NYA]"
Roxey Roach,"[BUF, NYA, WS1]"
Roxie Lawson,"[CLE, DET, SLA]"
Roxy Walters,"[BOS, CLE, NYA]"
Roy Carlyle,"[BOS, NYA, WS1]"
Roy Corcoran,"[MON, SEA, WAS]"
Roy Cullenbine,"[BRO, CLE, DET, NYA, SLA, WS1]"
Roy Evans,"[BRO, LS3, NY1, SLA, SLN, WSN]"
Roy Face,"[DET, MON, PIT]"
Roy Henshaw,"[BRO, CHN, DET, SLN]"
Roy Howell,"[ML4, TEX, TOR]"
Roy Hughes,"[CHN, CLE, PHI, SLA]"
Roy Johnson,"[BOS, BSN, DET, MON, NYA, PHA]"
Roy Lee Jackson,"[MIN, NYN, SDN, TOR]"
Roy Leslie,"[CHN, PHI, SLN]"
Roy Mahaffey,"[PHA, PIT, SLA]"
Roy McMillan,"[CIN, ML1, NYN]"
Roy Mitchell,"[CHA, CIN, SLA]"
Roy Oswalt,"[COL, HOU, PHI, TEX]"
Roy Parmelee,"[CHN, NY1, PHA, SLN]"
Roy Sanders,"[CIN, NYA, PIT, SLA]"
Roy Sievers,"[CHA, PHI, SLA, WS1, WS2]"
Roy Smalley,"[CHA, CHN, MIN, ML1, NYA, PHI, TEX]"
Roy Smith,"[BAL, CLE, MIN]"
Roy Spencer,"[BRO, CLE, NY1, PIT, WS1]"
Roy Thomas,"[BSN, HOU, PHI, PIT, SEA, SLN]"
Roy Walker,"[CHN, CLE, SLN]"
Roy Weatherly,"[CLE, NY1, NYA]"
Royce Clayton,"[ARI, BOS, CHA, CIN, COL, MIL, SFN, SLN, TEX, TOR, WAS]"
Royce Ring,"[ATL, NYA, NYN, SDN]"
Rube Bressler,"[BRO, CIN, PHA, PHI, SLN]"
Rube Kroh,"[BOS, BSN, CHN]"
Rube Marquard,"[BRO, BSN, CIN, NY1]"
Rube Vickers,"[BRO, CIN, PHA]"
Rube Waddell,"[CHN, LS3, PHA, PIT, SLA]"
Rube Walberg,"[BOS, NY1, PHA]"
Rube Walker,"[BRO, CHN, LAN]"
Ruben Amaro,"[CAL, CLE, NYA, PHI, SLN]"
Ruben Gomez,"[CLE, MIN, NY1, PHI, SFN]"
Ruben Gotay,"[ATL, KCA, NYN]"
Ruben Mateo,"[CIN, KCA, PIT, TEX]"
Ruben Rivera,"[CIN, NYA, SDN, SFN, TEX]"
Ruben Sierra,"[CHA, CIN, DET, MIN, NYA, OAK, SEA, TEX, TOR]"
Rudy Hernandez,"[CHA, WS1, WS2]"
Rudy Hulswitt,"[CIN, LS3, PHI, SLN]"
Rudy Kemmler,"[CL2, CL5, CL6, CN2, PRO, PT1, SL4]"
Rudy Law,"[CHA, KCA, LAN]"
Rudy May,"[BAL, CAL, MON, NYA]"
Rudy Meoli,"[CAL, CHN, PHI]"
Rudy Seanez,"[ATL, BOS, CLE, FLO, KCA, LAN, PHI, SDN, TEX]"
Rudy Sommers,"[BOS, BRF, CHN]"
Rudy York,"[BOS, CHA, DET, PHA]"
Ruppert Jones,"[CAL, DET, KCA, NYA, SDN, SEA]"
Russ Bauers,"[CHN, PIT, SLA]"
Russ Davis,"[NYA, SEA, SFN]"
Russ Derry,"[NYA, PHA, SLN]"
Russ Johnson,"[HOU, NYA, TBA]"
Russ Kemmerer,"[BOS, CHA, HOU, WS1]"
Russ Meyer,"[BOS, BRO, CHN, CIN, KC1, PHI]"
Russ Morman,"[CHA, FLO, KCA]"
Russ Nixon,"[BOS, CLE, MIN]"
Russ Ortiz,"[ARI, ATL, BAL, HOU, LAN, SFN]"
Russ Snyder,"[BAL, CHA, CLE, KC1, ML4]"
Russ Springer,"[ARI, ATL, CAL, CIN, HOU, NYA, OAK, PHI, SLN, TBA]"
Russ Swan,"[CLE, SEA, SFN]"
Russell Branyan,"[ARI, CIN, CLE, MIL, PHI, SDN, SEA, SLN, TBA]"
Russell Martin,"[LAN, NYA, PIT]"
Rusty Kuntz,"[CHA, DET, MIN]"
Rusty Meacham,"[DET, HOU, KCA, SEA, TBA]"
Rusty Peters,"[CLE, PHA, SLA]"
Rusty Staub,"[DET, HOU, MON, NYN, TEX]"
Rusty Tillman,"[NYN, OAK, SFN]"
Rusty Torres,"[CAL, CHA, CLE, KCA, NYA]"
Ryan Bukvich,"[BAL, CHA, KCA, TEX]"
Ryan Christenson,"[ARI, MIL, OAK, TEX]"
Ryan Church,"[ARI, ATL, MON, NYN, PIT, WAS]"
Ryan Dempster,"[BOS, CHN, CIN, FLO]"
Ryan Doumit,"[ATL, MIN, PIT]"
Ryan Drese,"[CLE, TEX, WAS]"
Ryan Franklin,"[CIN, PHI, SEA, SLN]"
Ryan Freel,"[BAL, CHN, CIN, KCA, TOR]"
Ryan Garko,"[CLE, SFN, TEX]"
Ryan Glynn,"[OAK, TEX, TOR]"
Ryan Jackson,"[DET, FLO, SEA, SLN]"
Ryan Jorgensen,"[CIN, FLO, MIN]"
Ryan Klesko,"[ATL, SDN, SFN]"
Ryan Langerhans,"[ATL, LAA, OAK, SEA, TOR, WAS]"
Ryan Ludwick,"[CIN, CLE, PIT, SDN, SLN, TEX]"
Ryan McGuire,"[BAL, FLO, MON, NYN]"
Ryan Roberts,"[ARI, BOS, TBA, TEX, TOR]"
Ryan Shealy,"[BOS, COL, KCA]"
Ryan Sweeney,"[BOS, CHA, CHN, OAK]"
Ryan Theriot,"[CHN, LAN, SFN, SLN]"
Ryan Thompson,"[CLE, FLO, HOU, MIL, NYA, NYN]"
Ryan Webb,"[BAL, FLO, MIA, SDN]"
Ryne Duren,"[BAL, CIN, KC1, LAA, NYA, PHI, WS2]"
Rynie Wolters,"[CL1, ELI, NY2]"
Sad Sam Jones,"[BOS, CHA, CLE, NYA, SLA, WS1]"
Sadie Houck,"[BL2, BSN, DTN, NY4, PH4, PRO, WS8]"
Sadie McMahon,"[BL3, BLN, BRO, PH4]"
Sal Bando,"[KC1, ML4, OAK]"
Sal Butera,"[CIN, DET, MIN, MON, TOR]"
Sal Fasano,"[ANA, BAL, CLE, COL, KCA, NYA, OAK, PHI, TOR]"
Sal Maglie,"[BRO, CLE, NY1, NYA, SLN]"
Salome Barojas,"[CHA, PHI, SEA]"
Salomon Torres,"[MIL, MON, PIT, SEA, SFN]"
Sam Agnew,"[BOS, SLA, WS1]"
Sam Barkley,"[KC2, PIT, PT1, SL4, TL1]"
Sam Bohne,"[BRO, CIN, SLN]"
Sam Crane,"[BFN, BRO, CIN, CNU, DTN, NY1, NY4, PHA, PIT, SL5, WS1, WS8]"
Sam Deduno,"[COL, MIN, SDN]"
Sam Dente,"[BOS, CHA, CLE, SLA, WS1]"
Sam Dungan,"[CHN, LS3, WS1]"
Sam Field,"[CN1, PH3, WS6]"
Sam Fuld,"[CHN, MIN, TBA]"
Sam Gibson,"[DET, NY1, NYA]"
Sam Horn,"[BAL, BOS, CLE, TEX]"
Sam Jones,"[BAL, CHN, CLE, DET, SFN, SLN]"
Sam LaRocque,"[DTN, LS2, PIT]"
Sam McDowell,"[CLE, NYA, PIT, SFN]"
Sam Mejias,"[CHN, CIN, MON, SLN]"
Sam Mele,"[BAL, BOS, CHA, CIN, CLE, WS1]"
Sam Mertes,"[CHA, CHN, NY1, PHI, SLN]"
Sam Nahem,"[BRO, PHI, SLN]"
Sam Thompson,"[DET, DTN, PHI]"
Sam Trott,"[BL2, BSN, DTN]"
Sam Weaver,"[LS2, ML2, PH2, PH4, PHU]"
Sam West,"[CHA, SLA, WS1]"
Sam Wise,"[BFP, BL3, BSN, DTN, WS8, WSN]"
Sam Wright,"[BSN, CN1, NH1]"
Sam Zoldak,"[CLE, PHA, SLA]"
Sammy Ellis,"[CAL, CHA, CIN]"
Sammy Hale,"[DET, PHA, SLA]"
Sammy Sosa,"[BAL, CHA, CHN, TEX]"
Sammy Stewart,"[BAL, BOS, CLE]"
Sammy Strang,"[BRO, CHA, CHN, LS3, NY1]"
Sammy Taylor,"[CHN, CIN, CLE, NYN]"
Sammy White,"[BOS, ML1, PHI]"
Sandy Alomar,"[ATL, CAL, CHA, CLE, COL, LAN, ML1, NYA, NYN, SDN, TEX]"
Sandy Amoros,"[BRO, DET, LAN]"
Sandy Burk,"[BRO, PTF, SLN]"
Sandy Consuegra,"[BAL, CHA, NY1, WS1]"
Sandy Griffin,"[NY1, RC2, SLN, WS9]"
Sandy Martinez,"[BOS, CHN, CLE, FLO, MON, TOR]"
Sandy Rosario,"[FLO, MIA, SFN]"
Sandy Valdespino,"[ATL, HOU, KCA, MIN, ML4, SE1]"
Satchel Paige,"[CLE, KC1, SLA]"
Saul Rogovin,"[BAL, CHA, DET, PHI]"
Schoolboy Rowe,"[BRO, DET, PHI]"
Scoops Carey,"[BLN, LS3, WS1]"
Scot Thompson,"[CHN, MON, SFN]"
Scott Aldred,"[COL, DET, MIN, MON, PHI, TBA]"
Scott Anderson,"[KCA, MON, TEX]"
Scott Atchison,"[BOS, CLE, NYN, SEA, SFN]"
Scott Bailes,"[CAL, CLE, TEX]"
Scott Baker,"[CHN, MIN, OAK, TEX]"
Scott Bankhead,"[BOS, CIN, KCA, NYA, SEA]"
Scott Bradley,"[CHA, CIN, NYA, SEA]"
Scott Cassidy,"[BOS, SDN, TOR]"
Scott Coolbaugh,"[SDN, SLN, TEX]"
Scott Cooper,"[BOS, KCA, SLN]"
Scott Cousins,"[FLO, LAA, MIA]"
Scott Dohmann,"[COL, KCA, TBA]"
Scott Downs,"[ATL, CHA, CHN, LAA, MON, TOR]"
Scott Elarton,"[CLE, COL, HOU, KCA]"
Scott Erickson,"[BAL, LAN, MIN, NYA, NYN, TEX]"
Scott Eyre,"[CHA, CHN, PHI, SFN, TOR]"
Scott Feldman,"[BAL, CHN, HOU, TEX]"
Scott Fletcher,"[BOS, CHA, CHN, DET, ML4, TEX]"
Scott Hairston,"[ARI, CHN, NYN, OAK, SDN, WAS]"
Scott Hastings,"[BL1, CH2, CL1, CN1, HR1, LS1, RC1]"
Scott Hatteberg,"[BOS, CIN, OAK]"
Scott Hemond,"[CHA, OAK, SLN]"
Scott Kamieniecki,"[ATL, BAL, CLE, NYA]"
Scott Karl,"[ANA, COL, MIL, ML4]"
Scott Kazmir,"[CLE, LAA, OAK, TBA]"
Scott Klingenbeck,"[BAL, CIN, MIN]"
Scott Leius,"[CLE, KCA, MIN]"
Scott Linebrink,"[ATL, CHA, HOU, MIL, SDN, SFN]"
Scott Livingstone,"[DET, MON, SDN, SLN]"
Scott McClain,"[CHN, SFN, TBA]"
Scott Moore,"[BAL, CHN, HOU]"
Scott Perry,"[CHN, CIN, PHA, SLA]"
Scott Podsednik,"[BOS, CHA, COL, KCA, LAN, MIL, SEA]"
Scott Pose,"[FLO, KCA, NYA]"
Scott Proctor,"[ATL, LAN, NYA]"
Scott Radinsky,"[CHA, CLE, LAN, SLN]"
Scott Rolen,"[CIN, PHI, SLN, TOR]"
Scott Ruskin,"[CIN, MON, PIT]"
Scott Sanders,"[CHN, DET, SDN, SEA]"
Scott Sanderson,"[CAL, CHA, CHN, MON, NYA, OAK, SFN]"
Scott Sauerbeck,"[BOS, CLE, OAK, PIT]"
Scott Schoeneweis,"[ANA, ARI, BOS, CHA, CIN, NYN, TOR]"
Scott Servais,"[CHN, COL, HOU, SFN]"
Scott Service,"[ARI, CIN, COL, KCA, MON, OAK, PHI, SFN, TOR]"
Scott Sizemore,"[DET, NYA, OAK]"
Scott Spiezio,"[ANA, OAK, SEA, SLN]"
Scott Stewart,"[CLE, LAN, MON]"
Scott Stratton,"[CHN, LS2, LS3, PIT]"
Scott Strickland,"[FLO, HOU, MON, NYN]"
Scott Sullivan,"[CHA, CIN, KCA]"
Scott Williamson,"[BAL, BOS, CHN, CIN, SDN]"
Scotti Madison,"[CIN, DET, KCA]"
Scrappy Carroll,"[BFN, CL3, SPU]"
Sean Bergman,"[ATL, DET, HOU, MIN, SDN]"
Sean Berry,"[BOS, HOU, KCA, MIL, MON]"
Sean Burnett,"[LAA, PIT, WAS]"
Sean Burroughs,"[ARI, MIN, SDN, TBA]"
Sean Casey,"[BOS, CIN, CLE, DET, PIT]"
Sean Douglass,"[BAL, DET, TOR]"
Sean Gallagher,"[CHN, OAK, PIT, SDN]"
Sean Green,"[MIL, NYN, SEA]"
Sean Henn,"[BAL, MIN, NYA, NYN, SDN]"
Sean Lowe,"[CHA, COL, KCA, PIT, SLN]"
Sean O'Sullivan,"[KCA, LAA, PHI, SDN]"
Sergio Mitre,"[CHN, FLO, MIL, NYA]"
Sergio Valdez,"[ATL, BOS, CLE, MON, SFN]"
Seth Etherton,"[ANA, CIN, KCA, OAK]"
Seth Greisinger,"[ATL, DET, MIN]"
Seth Morehead,"[CHN, ML1, PHI]"
Seth Smith,"[COL, OAK, SDN]"
Shad Barry,"[BSN, CHN, CIN, NY1, PHI, SLN, WSN]"
Shane Andrews,"[BOS, CHN, MON]"
Shane Halter,"[ANA, DET, KCA, NYN]"
Shane Loux,"[DET, LAA, SFN]"
Shane Mack,"[BOS, KCA, MIN, OAK, SDN]"
Shane Rawley,"[MIN, NYA, PHI, SEA]"
Shane Reynolds,"[ARI, ATL, HOU]"
Shane Spencer,"[CLE, NYA, NYN, TEX]"
Shane Turner,"[BAL, PHI, SEA]"
Shane Victorino,"[BOS, LAN, PHI, SDN]"
Shannon Stewart,"[MIN, OAK, TOR]"
Shanty Hogan,"[BSN, NY1, WS1]"
Shaun Marcum,"[MIL, NYN, TOR]"
Shawn Abner,"[CAL, CHA, SDN]"
Shawn Boskie,"[BAL, CAL, CHN, MON, PHI, SEA]"
Shawn Camp,"[CHN, KCA, PHI, TBA, TOR]"
Shawn Chacon,"[COL, HOU, NYA, PIT]"
Shawn Estes,"[ARI, CHN, CIN, COL, NYN, SDN, SFN]"
Shawn Gilbert,"[LAN, NYN, SLN]"
Shawn Green,"[ARI, LAN, NYN, TOR]"
Shawn Hare,"[DET, NYN, TEX]"
Shawn Hill,"[MON, SDN, TOR, WAS]"
Shawn Hillegas,"[CHA, CLE, LAN, NYA, OAK]"
Shawn Wooten,"[ANA, BOS, PHI]"
Shawon Dunston,"[CHN, CLE, NYN, PIT, SFN, SLN]"
Shea Hillenbrand,"[ARI, BOS, LAA, LAN, SFN, TOR]"
Sheldon Jones,"[BSN, CHN, NY1]"
Shelley Duncan,"[CLE, NYA, TBA]"
Sheriff Blake,"[CHN, PHI, PIT, SLA, SLN]"
Sherm Lollar,"[CHA, CLE, NYA, SLA]"
Sherman Jones,"[CIN, NYN, SFN]"
Sherry Magee,"[BSN, CIN, PHI]"
Sherry Smith,"[BRO, CLE, PIT]"
Shin-Soo Choo,"[CIN, CLE, SEA, TEX]"
Shoeless Joe Jackson,"[CHA, CLE, PHA]"
Shorty Fuller,"[NY1, SL4, WS8]"
Showboat Fisher,"[SLA, SLN, WS1]"
Si Johnson,"[BSN, CIN, PHI, SLN]"
Sid Bream,"[ATL, HOU, LAN, PIT]"
Sid Fernandez,"[BAL, HOU, LAN, NYN, PHI]"
Sid Gordon,"[BSN, ML1, NY1, PIT]"
Sid Monge,"[CAL, CLE, DET, PHI, SDN]"
Sidney Ponson,"[BAL, KCA, MIN, NYA, SFN, SLN, TEX]"
Silver Flint,"[CHN, IN1, SL1]"
Silver King,"[CHP, CIN, KCN, NY1, PIT, SL4, WSN]"
Simon Nicholls,"[CLE, DET, PHA]"
Sixto Lezcano,"[ML4, PHI, PIT, SDN, SLN]"
Skeeter Barnes,"[CIN, DET, MON, SLN]"
Skeeter Newsome,"[BOS, PHA, PHI]"
Skeeter Webb,"[CHA, CLE, DET, PHA, SLN]"
Skinny Graham,"[BOS, BSN, DET]"
Skip Jutze,"[HOU, SEA, SLN]"
Skip Lockwood,"[BOS, CAL, KC1, ML4, NYN, SE1]"
Skip Schumaker,"[CIN, LAN, SLN]"
Skipper Roberts,"[CHF, PTF, SLN]"
Sleeper Sullivan,"[BFN, LS2, SL4, SLU]"
Slim Love,"[DET, NYA, WS1]"
Slim Sallee,"[CIN, NY1, SLN]"
Sloppy Thurston,"[BRO, CHA, SLA, WS1]"
Smoky Burgess,"[CHA, CHN, CIN, PHI, PIT]"
Snake Wiltse,"[BLA, NYA, PHA, PIT]"
Snooks Dowd,"[BRO, DET, PHA]"
Snuffy Stirnweiss,"[CLE, NYA, SLA]"
So Taguchi,"[CHN, PHI, SLN]"
Solly Drake,"[CHN, LAN, PHI]"
Solly Hofman,"[BRF, BUF, CHN, NYA, PIT]"
Sonny Dixon,"[KC1, NYA, PHA, WS1]"
Sonny Siebert,"[BOS, CLE, OAK, SDN, SLN, TEX]"
Sparky Adams,"[CHN, CIN, PIT, SLN]"
Sparky Lyle,"[BOS, CHA, NYA, PHI, TEX]"
Spence Harris,"[CHA, PHA, WS1]"
Spencer Adams,"[NYA, PIT, SLA, WS1]"
Spike Owen,"[BOS, CAL, MON, NYA, SEA]"
Spike Shannon,"[NY1, PIT, SLN]"
Spook Jacobs,"[KC1, PHA, PIT]"
Sport McAllister,"[BLA, CL4, DET]"
Spud Davis,"[CIN, PHI, PIT, SLN]"
Stan Andrews,"[BRO, BSN, PHI]"
Stan Bahnsen,"[CAL, CHA, MON, NYA, OAK, PHI]"
Stan Belinda,"[ATL, BOS, CIN, COL, KCA, PIT]"
Stan Clarke,"[KCA, SEA, SLN, TOR]"
Stan Coveleski,"[CLE, NYA, PHA, WS1]"
Stan Javier,"[CAL, HOU, LAN, NYA, OAK, PHI, SEA, SFN]"
Stan Jefferson,"[BAL, CIN, CLE, NYA, NYN, SDN]"
Stan Papi,"[BOS, DET, MON, SLN]"
Stan Perzanowski,"[CHA, MIN, TEX]"
Stan Rojek,"[BRO, PIT, SLA, SLN]"
Stan Spence,"[BOS, SLA, WS1]"
Stan Thomas,"[CLE, NYA, SEA, TEX]"
Stan Williams,"[BOS, CLE, LAN, MIN, NYA, SLN]"
Sterling Hitchcock,"[NYA, SDN, SEA, SLN]"
Steve Avery,"[ATL, BOS, CIN, DET]"
Steve Baker,"[DET, OAK, SLN]"
Steve Balboni,"[KCA, NYA, SEA, TEX]"
Steve Barber,"[ATL, BAL, CAL, CHN, MIN, NYA, SE1, SFN]"
Steve Bedrosian,"[ATL, MIN, PHI, SFN]"
Steve Bilko,"[CHN, CIN, DET, LAA, LAN, SLN]"
Steve Blateric,"[CAL, CIN, NYA]"
Steve Boros,"[CHN, CIN, DET]"
Steve Brady,"[HR1, NY4, WS6]"
Steve Braun,"[KCA, MIN, SEA, SLN, TOR]"
Steve Brodie,"[BLA, BLN, BSN, NY1, PIT, SLN]"
Steve Brye,"[MIN, ML4, PIT]"
Steve Buechele,"[CHN, PIT, TEX]"
Steve Carlton,"[CHA, CLE, MIN, PHI, SFN, SLN]"
Steve Christmas,"[CHA, CHN, CIN]"
Steve Colyer,"[ATL, DET, LAN]"
Steve Comer,"[CLE, PHI, TEX]"
